# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3370753	3370819	.	none	none	none	Houserova et al.	sRNA3370753	none	sRNA3370753	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3373745	3373836	.	none	none	none	Houserova et al.	sRNA3373745	none	sRNA3373745	91	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3391135	3391206	.	none	none	none	Houserova et al.	sRNA3391135	none	sRNA3391135	71	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3393458	3393513	.	none	none	none	Houserova et al.	sRNA3393458	none	sRNA3393458	55	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3394975	3395060	.	none	none	none	Houserova et al.	sRNA3394975	none	sRNA3394975	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3397096	3397174	.	none	none	none	Houserova et al.	sRNA3397096	none	sRNA3397096	78	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3399807	3399881	.	none	none	none	Houserova et al.	sRNA3399807	none	sRNA3399807	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3410852	3410890	.	none	none	none	Houserova et al.	sRNA3410852	none	sRNA3410852	38	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3411680	3411747	.	none	none	none	Houserova et al.	sRNA3411680	none	sRNA3411680	67	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3420128	3420218	.	none	none	none	Houserova et al.	sRNA3420128	none	sRNA3420128	90	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3460763	3460830	.	none	none	none	Houserova et al.	sRNA3460763	none	sRNA3460763	67	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3466666	3466717	.	none	none	none	Houserova et al.	sRNA3466666	none	sRNA3466666	51	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3469871	3469946	.	none	none	none	Houserova et al.	sRNA3469871	none	sRNA3469871	75	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3472646	3472701	.	none	none	none	Houserova et al.	sRNA3472646	none	sRNA3472646	55	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3474230	3474319	.	none	none	none	Houserova et al.	sRNA3474230	none	sRNA3474230	89	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3489276	3489328	.	none	none	none	Houserova et al.	sRNA3489276	none	sRNA3489276	52	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3493902	3493976	.	none	none	none	Houserova et al.	sRNA3493902	none	sRNA3493902	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3498005	3498064	.	none	none	none	Houserova et al.	sRNA3498005	none	sRNA3498005	59	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3515728	3515758	.	none	none	none	Houserova et al.	sRNA3515728	none	sRNA3515728	30	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3515800	3515900	.	none	none	none	Houserova et al.	sRNA3515800	none	sRNA3515800	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3521831	3521870	.	none	none	none	Houserova et al.	sRNA3521831	none	sRNA3521831	39	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3534732	3534818	.	none	none	none	Houserova et al.	sRNA3534732	none	sRNA3534732	86	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3536250	3536305	.	none	none	none	Houserova et al.	sRNA3536250	none	sRNA3536250	55	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3549132	3549217	.	none	none	none	Houserova et al.	sRNA3549132	none	sRNA3549132	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3561197	3561272	.	none	none	none	Houserova et al.	sRNA3561197	none	sRNA3561197	75	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3564889	3564969	.	none	none	none	Houserova et al.	sRNA3564889	none	sRNA3564889	80	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3576659	3576740	.	none	none	none	Houserova et al.	sRNA3576659	none	sRNA3576659	81	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3593555	3593606	.	none	none	none	Houserova et al.	sRNA3593555	none	sRNA3593555	51	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3598379	3598461	.	none	none	none	Houserova et al.	sRNA3598379	none	sRNA3598379	82	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3620977	3621019	.	none	none	none	Houserova et al.	sRNA3620977	none	sRNA3620977	42	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3623172	3623235	.	none	none	none	Houserova et al.	sRNA3623172	none	sRNA3623172	63	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3623731	3623814	.	none	none	none	Houserova et al.	sRNA3623731	none	sRNA3623731	83	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3624232	3624298	.	none	none	none	Houserova et al.	sRNA3624232	none	sRNA3624232	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3626080	3626143	.	none	none	none	Houserova et al.	sRNA3626080	none	sRNA3626080	63	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3627609	3627674	.	none	none	none	Houserova et al.	sRNA3627609	none	sRNA3627609	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3627758	3627798	.	none	none	none	Houserova et al.	sRNA3627758	none	sRNA3627758	40	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3644974	3645067	.	none	none	none	Houserova et al.	sRNA3644974	none	sRNA3644974	93	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3681038	3681078	.	none	none	none	Houserova et al.	sRNA3681038	none	sRNA3681038	40	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3685306	3685406	.	none	none	none	Houserova et al.	sRNA3685306	none	sRNA3685306	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3691557	3691589	.	none	none	none	Houserova et al.	sRNA3691557	none	sRNA3691557	32	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3693224	3693314	.	none	none	none	Houserova et al.	sRNA3693224	none	sRNA3693224	90	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3710010	3710110	.	none	none	none	Houserova et al.	sRNA3710010	none	sRNA3710010	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3711543	3711595	.	none	none	none	Houserova et al.	sRNA3711543	none	sRNA3711543	52	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3729870	3729917	.	none	none	none	Houserova et al.	sRNA3729870	none	sRNA3729870	47	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3755629	3755688	.	none	none	none	Houserova et al.	sRNA3755629	none	sRNA3755629	59	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3758267	3758327	.	none	none	none	Houserova et al.	sRNA3758267	none	sRNA3758267	60	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3763008	3763092	.	none	none	none	Houserova et al.	sRNA3763008	none	sRNA3763008	84	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3766133	3766218	.	none	none	none	Houserova et al.	sRNA3766133	none	sRNA3766133	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3770708	3770788	.	none	none	none	Houserova et al.	sRNA3770708	none	sRNA3770708	80	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3773060	3773154	.	none	none	none	Houserova et al.	sRNA3773060	none	sRNA3773060	94	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3781793	3781862	.	none	none	none	Houserova et al.	sRNA3781793	none	sRNA3781793	69	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3782057	3782157	.	none	none	none	Houserova et al.	sRNA3782057	none	sRNA3782057	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3808647	3808719	.	none	none	none	Houserova et al.	sRNA3808647	none	sRNA3808647	72	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3825805	3825894	.	none	none	none	Houserova et al.	sRNA3825805	none	sRNA3825805	89	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3831578	3831652	.	none	none	none	Houserova et al.	sRNA3831578	none	sRNA3831578	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3835685	3835751	.	none	none	none	Houserova et al.	sRNA3835685	none	sRNA3835685	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3855978	3856010	.	none	none	none	Houserova et al.	sRNA3855978	none	sRNA3855978	32	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3856713	3856763	.	none	none	none	Houserova et al.	sRNA3856713	none	sRNA3856713	50	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3870656	3870708	.	none	none	none	Houserova et al.	sRNA3870656	none	sRNA3870656	52	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3871532	3871584	.	none	none	none	Houserova et al.	sRNA3871532	none	sRNA3871532	52	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3889188	3889228	.	none	none	none	Houserova et al.	sRNA3889188	none	sRNA3889188	40	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3890778	3890852	.	none	none	none	Houserova et al.	sRNA3890778	none	sRNA3890778	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3898508	3898591	.	none	none	none	Houserova et al.	sRNA3898508	none	sRNA3898508	83	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3901329	3901393	.	none	none	none	Houserova et al.	sRNA3901329	none	sRNA3901329	64	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3931763	3931819	.	none	none	none	Houserova et al.	sRNA3931763	none	sRNA3931763	56	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3940293	3940350	.	none	none	none	Houserova et al.	sRNA3940293	none	sRNA3940293	57	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	3986689	3986768	.	none	none	none	Houserova et al.	sRNA3986689	none	sRNA3986689	79	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4006485	4006547	.	none	none	none	Houserova et al.	sRNA4006485	none	sRNA4006485	62	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4019064	4019150	.	none	none	none	Houserova et al.	sRNA4019064	none	sRNA4019064	86	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4019564	4019626	.	none	none	none	Houserova et al.	sRNA4019564	none	sRNA4019564	62	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4031693	4031742	.	none	none	none	Houserova et al.	sRNA4031693	none	sRNA4031693	49	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4066570	4066659	.	none	none	none	Houserova et al.	sRNA4066570	none	sRNA4066570	89	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4066734	4066772	.	none	none	none	Houserova et al.	sRNA4066734	none	sRNA4066734	38	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4069379	4069472	.	none	none	none	Houserova et al.	sRNA4069379	none	sRNA4069379	93	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4086010	4086095	.	none	none	none	Houserova et al.	sRNA4086010	none	sRNA4086010	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4090297	4090345	.	none	none	none	Houserova et al.	sRNA4090297	none	sRNA4090297	48	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4092239	4092290	.	none	none	none	Houserova et al.	sRNA4092239	none	sRNA4092239	51	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4110510	4110594	.	none	none	none	Houserova et al.	sRNA4110510	none	sRNA4110510	84	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4110784	4110846	.	none	none	none	Houserova et al.	sRNA4110784	none	sRNA4110784	62	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4133397	4133475	.	none	none	none	Houserova et al.	sRNA4133397	none	sRNA4133397	78	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4140398	4140471	.	none	none	none	Houserova et al.	sRNA4140398	none	sRNA4140398	73	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4150758	4150794	.	none	none	none	Houserova et al.	sRNA4150758	none	sRNA4150758	36	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4154553	4154624	.	none	none	none	Houserova et al.	sRNA4154553	none	sRNA4154553	71	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4162399	4162446	.	none	none	none	Houserova et al.	sRNA4162399	none	sRNA4162399	47	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4167628	4167676	.	none	none	none	Houserova et al.	sRNA4167628	none	sRNA4167628	48	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4167843	4167909	.	none	none	none	Houserova et al.	sRNA4167843	none	sRNA4167843	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4173538	4173638	.	none	none	none	Houserova et al.	sRNA4173538	none	sRNA4173538	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4176959	4177059	.	none	none	none	Houserova et al.	sRNA4176959	none	sRNA4176959	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4179482	4179582	.	none	none	none	Houserova et al.	sRNA4179482	none	sRNA4179482	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4183113	4183197	.	none	none	none	Houserova et al.	sRNA4183113	none	sRNA4183113	84	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4191128	4191183	.	none	none	none	Houserova et al.	sRNA4191128	none	sRNA4191128	55	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4195272	4195308	.	none	none	none	Houserova et al.	sRNA4195272	none	sRNA4195272	36	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4206621	4206681	.	none	none	none	Houserova et al.	sRNA4206621	none	sRNA4206621	60	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4209588	4209653	.	none	none	none	Houserova et al.	sRNA4209588	none	sRNA4209588	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4223041	4223121	.	none	none	none	Houserova et al.	sRNA4223041	none	sRNA4223041	80	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4230634	4230708	.	none	none	none	Houserova et al.	sRNA4230634	none	sRNA4230634	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4232507	4232607	.	none	none	none	Houserova et al.	sRNA4232507	none	sRNA4232507	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4238588	4238679	.	none	none	none	Houserova et al.	sRNA4238588	none	sRNA4238588	91	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4240654	4240702	.	none	none	none	Houserova et al.	sRNA4240654	none	sRNA4240654	48	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4269302	4269388	.	none	none	none	Houserova et al.	sRNA4269302	none	sRNA4269302	86	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4288594	4288647	.	none	none	none	Houserova et al.	sRNA4288594	none	sRNA4288594	53	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4294735	4294820	.	none	none	none	Houserova et al.	sRNA4294735	none	sRNA4294735	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4300353	4300444	.	none	none	none	Houserova et al.	sRNA4300353	none	sRNA4300353	91	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4303605	4303676	.	none	none	none	Houserova et al.	sRNA4303605	none	sRNA4303605	71	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4304655	4304724	.	none	none	none	Houserova et al.	sRNA4304655	none	sRNA4304655	69	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4311608	4311708	.	none	none	none	Houserova et al.	sRNA4311608	none	sRNA4311608	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4313724	4313824	.	none	none	none	Houserova et al.	sRNA4313724	none	sRNA4313724	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4327130	4327223	.	none	none	none	Houserova et al.	sRNA4327130	none	sRNA4327130	93	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4330526	4330614	.	none	none	none	Houserova et al.	sRNA4330526	none	sRNA4330526	88	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4340853	4340912	.	none	none	none	Houserova et al.	sRNA4340853	none	sRNA4340853	59	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4354661	4354690	.	none	none	none	Houserova et al.	sRNA4354661	none	sRNA4354661	29	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4356426	4356505	.	none	none	none	Houserova et al.	sRNA4356426	none	sRNA4356426	79	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4359630	4359708	.	none	none	none	Houserova et al.	sRNA4359630	none	sRNA4359630	78	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4372453	4372524	.	none	none	none	Houserova et al.	sRNA4372453	none	sRNA4372453	71	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4383182	4383236	.	none	none	none	Houserova et al.	sRNA4383182	none	sRNA4383182	54	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4403706	4403771	.	none	none	none	Houserova et al.	sRNA4403706	none	sRNA4403706	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4435181	4435275	.	none	none	none	Houserova et al.	sRNA4435181	none	sRNA4435181	94	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4459705	4459769	.	none	none	none	Houserova et al.	sRNA4459705	none	sRNA4459705	64	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4461150	4461192	.	none	none	none	Houserova et al.	sRNA4461150	none	sRNA4461150	42	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4463102	4463163	.	none	none	none	Houserova et al.	sRNA4463102	none	sRNA4463102	61	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4475966	4476035	.	none	none	none	Houserova et al.	sRNA4475966	none	sRNA4475966	69	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4477374	4477411	.	none	none	none	Houserova et al.	sRNA4477374	none	sRNA4477374	37	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4481167	4481200	.	none	none	none	Houserova et al.	sRNA4481167	none	sRNA4481167	33	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4482999	4483035	.	none	none	none	Houserova et al.	sRNA4482999	none	sRNA4482999	36	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4483054	4483087	.	none	none	none	Houserova et al.	sRNA4483054	none	sRNA4483054	33	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4490563	4490663	.	none	none	none	Houserova et al.	sRNA4490563	none	sRNA4490563	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4491788	4491823	.	none	none	none	Houserova et al.	sRNA4491788	none	sRNA4491788	35	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4498153	4498196	.	none	none	none	Houserova et al.	sRNA4498153	none	sRNA4498153	43	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4520408	4520485	.	none	none	none	Houserova et al.	sRNA4520408	none	sRNA4520408	77	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4527235	4527335	.	none	none	none	Houserova et al.	sRNA4527235	none	sRNA4527235	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4534828	4534899	.	none	none	none	Houserova et al.	sRNA4534828	none	sRNA4534828	71	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4545622	4545689	.	none	none	none	Houserova et al.	sRNA4545622	none	sRNA4545622	67	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4545710	4545775	.	none	none	none	Houserova et al.	sRNA4545710	none	sRNA4545710	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4550089	4550149	.	none	none	none	Houserova et al.	sRNA4550089	none	sRNA4550089	60	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4550869	4550919	.	none	none	none	Houserova et al.	sRNA4550869	none	sRNA4550869	50	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4551416	4551478	.	none	none	none	Houserova et al.	sRNA4551416	none	sRNA4551416	62	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4552158	4552223	.	none	none	none	Houserova et al.	sRNA4552158	none	sRNA4552158	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4570153	4570231	.	none	none	none	Houserova et al.	sRNA4570153	none	sRNA4570153	78	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4577680	4577729	.	none	none	none	Houserova et al.	sRNA4577680	none	sRNA4577680	49	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4591479	4591538	.	none	none	none	Houserova et al.	sRNA4591479	none	sRNA4591479	59	0.0	none
